Longtitude,Latitude,SpeedLimit,CameraType,Angle,Direction,Flag
34.8171031594994,32.0641634480451,60,FixedSpeedcam,295,Unidirectional,New
34.8128682494722,32.0652534977929,60,FixedSpeedcam,104,Unidirectional,New
35.0987446438676,33.0022295764961,70,FixedSpeedcam,8,Unidirectional,New
35.094115389509,32.9798978617819,100,FixedSpeedcam,10,Unidirectional,New
35.2266461984573,32.9149109173384,100,FixedSpeedcam,256,BiDirectional,New
35.5371936706739,32.9517967750595,100,FixedSpeedcam,35,Unidirectional,New
35.5180977729274,32.794944290719,70,FixedSpeedcam,7,Unidirectional,New
35.3902342461013,32.7708114428421,100,FixedSpeedcam,66,Unidirectional,New
35.0982203614102,32.6556857862803,100,FixedSpeedcam,57,Unidirectional,New
35.0791725050075,32.6440213956724,100,FixedSpeedcam,42,Unidirectional,New
34.9338343267789,32.5177959237002,90,FixedSpeedcam,85,BiDirectional,New
35.0533979067888,32.7650504154843,70,FixedSpeedcam,323,Unidirectional,New
35.0259440073018,32.7882412715516,60,FixedSpeedcam,154,Unidirectional,New
34.9859658605981,32.8082232519507,60,FixedSpeedcam,322,BiDirectional,New
35.1901718512052,32.5723214184812,90,FixedSpeedcam,70,Unidirectional,New
35.1814193859242,32.568527225199,90,FixedSpeedcam,55,Unidirectional,New
34.9219858770272,32.1171968001432,100,FixedSpeedcam,109,Unidirectional,New
34.9470083838354,32.1142890471415,100,FixedSpeedcam,291,Unidirectional,New
34.903658402364,32.073700548873,70,FixedSpeedcam,358,Unidirectional,New
34.8487922074322,32.1051210182755,100,FixedSpeedcam,12,Unidirectional,New
34.8225429178207,32.1062525528561,70,FixedSpeedcam,80,Unidirectional,New
34.6592499131694,31.7803936010133,60,FixedSpeedcam,119,Unidirectional,New
34.652403842854,31.7791020875654,60,FixedSpeedcam,35,Unidirectional,New
34.6661534423626,31.8003237253712,60,FixedSpeedcam,348,Unidirectional,New
34.8315191389391,32.2270324252519,100,FixedSpeedcam,14,Unidirectional,New
34.8381945015512,32.2611054205661,100,FixedSpeedcam,17,Unidirectional,New
